Method,Init_Method,AL_Method,0,1,2,3,4,5,6,7,8,9,10
BALD_Coreset,BALD,Coreset,5.31,10.22,20.22,31.84,32.99,33.84,40.11,48.09,49.36,45.63,45.65
BALD_Coreset,BALD,Coreset,5.31,8.01,21.57,32.2,33.87,35.63,33.8,43.97,43.54,53.47,57.44
BALD_Coreset,BALD,Coreset,5.31,21.17,24.62,32.91,41.84,46.17,48.9,60.11,60.03,66.62,62.73
BALD_Coreset,BALD,Coreset,5.31,17.45,24.07,31.69,36.78,39.68,39.76,37.08,52.35,60.92,58.97
BALD_Coreset,BALD,Coreset,5.31,9.67,17.99,27.12,26.64,30.39,36.07,39.97,40.07,44.69,46.89
VAAL_Coreset,VAAL,Coreset,11.8,27.24,34.03,52.2,53.58,55.35,54.16,56.3,60.4,65.31,64.53
VAAL_Coreset,VAAL,Coreset,11.8,30.96,47.38,46.91,53.23,54.43,55.08,57.56,57.63,54.72,57.55
VAAL_Coreset,VAAL,Coreset,11.8,26.74,35.91,45.75,48.87,49.76,48.08,50.99,50.1,53.19,55.82
VAAL_Coreset,VAAL,Coreset,11.8,16.67,26.28,30.65,32.52,44.22,50.39,58.26,65.4,64.72,64.57
VAAL_Coreset,VAAL,Coreset,11.8,28.41,46.66,44.86,46.16,52.73,52.53,61.46,60.31,62.6,68.3
Coreset_Coreset,Coreset,Coreset,24.3,28.52,36.92,45.6,42.13,50.1,48.98,55.47,50.93,54.43,55.06
Coreset_Coreset,Coreset,Coreset,24.3,27.98,29.04,31.39,34.97,40.91,42.79,45.57,44.68,51.18,52.73
Coreset_Coreset,Coreset,Coreset,24.3,29.82,45.19,48.75,44.58,49.58,55.78,56.59,55.11,60.99,57.94
Coreset_Coreset,Coreset,Coreset,24.3,27.31,40.57,35.93,44.05,55.24,45.99,51.14,51.16,54.61,57.49
Coreset_Coreset,Coreset,Coreset,24.3,26.24,23.68,26.64,29.33,44.04,48.34,53.12,48.3,57.7,60.11
