Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
Entropy_Entropy,Entropy,Entropy,30,52.0,51.0,50.0,55.00000000000001,55.00000000000001
Entropy_Entropy,Entropy,Entropy,40,59.0,64.0,56.99999999999999,50.0,56.99999999999999
Entropy_Entropy,Entropy,Entropy,50,67.0,66.0,70.0,62.0,54.0
Entropy_Entropy,Entropy,Entropy,60,67.0,70.0,71.0,63.0,56.99999999999999
Entropy_Entropy,Entropy,Entropy,70,73.0,69.0,70.0,66.0,59.0
Entropy_Entropy,Entropy,Entropy,80,78.0,72.0,72.0,69.0,57.99999999999999
Entropy_Entropy,Entropy,Entropy,90,80.0,72.0,74.0,71.0,61.0
Entropy_Entropy,Entropy,Entropy,100,81.0,80.0,76.0,68.0,60.0
Entropy_Entropy,Entropy,Entropy,110,83.0,81.0,77.0,74.0,63.0
Entropy_Entropy,Entropy,Entropy,120,80.0,80.0,76.0,75.0,64.0
Margin_Entropy,Margin,Entropy,20,67.0,67.0,67.0,67.0,67.0
Margin_Entropy,Margin,Entropy,30,73.0,69.0,74.0,71.0,69.0
Margin_Entropy,Margin,Entropy,40,72.0,73.0,78.0,77.0,74.0
Margin_Entropy,Margin,Entropy,50,73.0,72.0,74.0,74.0,72.0
Margin_Entropy,Margin,Entropy,60,74.0,79.0,80.0,75.0,73.0
Margin_Entropy,Margin,Entropy,70,71.0,78.0,83.0,74.0,72.0
Margin_Entropy,Margin,Entropy,80,71.0,75.0,83.0,74.0,75.0
Margin_Entropy,Margin,Entropy,90,71.0,79.0,79.0,77.0,77.0
Margin_Entropy,Margin,Entropy,100,73.0,83.0,80.0,77.0,77.0
Margin_Entropy,Margin,Entropy,110,66.0,82.0,83.0,77.0,80.0
Margin_Entropy,Margin,Entropy,120,72.0,84.0,79.0,75.0,79.0
BALD_Entropy,BALD,Entropy,20,43.0,43.0,43.0,43.0,43.0
BALD_Entropy,BALD,Entropy,30,54.0,55.00000000000001,43.0,42.0,48.0
BALD_Entropy,BALD,Entropy,40,52.0,51.0,45.0,48.0,60.0
BALD_Entropy,BALD,Entropy,50,56.00000000000001,51.0,48.0,49.0,68.0
BALD_Entropy,BALD,Entropy,60,66.0,55.00000000000001,54.0,55.00000000000001,67.0
BALD_Entropy,BALD,Entropy,70,57.99999999999999,56.00000000000001,59.0,56.99999999999999,65.0
BALD_Entropy,BALD,Entropy,80,69.0,66.0,62.0,55.00000000000001,64.0
BALD_Entropy,BALD,Entropy,90,71.0,57.99999999999999,60.0,57.99999999999999,67.0
BALD_Entropy,BALD,Entropy,100,69.0,59.0,64.0,64.0,71.0
BALD_Entropy,BALD,Entropy,110,69.0,64.0,63.0,64.0,67.0
BALD_Entropy,BALD,Entropy,120,73.0,63.0,62.0,75.0,71.0
VAAL_Entropy,VAAL,Entropy,20,49.0,49.0,49.0,49.0,49.0
VAAL_Entropy,VAAL,Entropy,30,56.99999999999999,61.0,56.99999999999999,51.0,56.99999999999999
VAAL_Entropy,VAAL,Entropy,40,60.0,63.0,56.00000000000001,71.0,60.0
VAAL_Entropy,VAAL,Entropy,50,62.0,73.0,51.0,76.0,64.0
VAAL_Entropy,VAAL,Entropy,60,59.0,68.0,57.99999999999999,74.0,68.0
VAAL_Entropy,VAAL,Entropy,70,61.0,69.0,56.99999999999999,74.0,67.0
VAAL_Entropy,VAAL,Entropy,80,70.0,73.0,60.0,72.0,70.0
VAAL_Entropy,VAAL,Entropy,90,76.0,72.0,75.0,75.0,75.0
VAAL_Entropy,VAAL,Entropy,100,76.0,78.0,73.0,73.0,76.0
VAAL_Entropy,VAAL,Entropy,110,81.0,75.0,75.0,81.0,72.0
VAAL_Entropy,VAAL,Entropy,120,82.0,82.0,77.0,82.0,73.0
Coreset_Entropy,Coreset,Entropy,20,66.0,66.0,66.0,66.0,66.0
Coreset_Entropy,Coreset,Entropy,30,70.0,71.0,69.0,69.0,64.0
Coreset_Entropy,Coreset,Entropy,40,78.0,70.0,70.0,70.0,67.0
Coreset_Entropy,Coreset,Entropy,50,83.0,76.0,70.0,67.0,63.0
Coreset_Entropy,Coreset,Entropy,60,88.0,77.0,73.0,79.0,68.0
Coreset_Entropy,Coreset,Entropy,70,86.0,72.0,77.0,76.0,67.0
Coreset_Entropy,Coreset,Entropy,80,84.0,77.0,83.0,82.0,75.0
Coreset_Entropy,Coreset,Entropy,90,83.0,80.0,85.0,84.0,79.0
Coreset_Entropy,Coreset,Entropy,100,83.0,82.0,84.0,82.0,80.0
Coreset_Entropy,Coreset,Entropy,110,87.0,86.0,80.0,78.0,83.0
Coreset_Entropy,Coreset,Entropy,120,86.0,83.0,88.0,82.0,86.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,20,80.0,80.0,80.0,80.0,80.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,30,85.0,80.0,84.0,82.0,85.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,40,83.0,80.0,84.0,83.0,78.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,50,85.0,81.0,86.0,88.0,82.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,60,84.0,84.0,84.0,87.0,84.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,70,86.0,85.0,86.0,88.0,82.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,80,85.0,85.0,86.0,89.0,82.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,90,83.0,84.0,88.0,88.0,87.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,100,85.0,84.0,90.0,84.0,85.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,110,87.0,85.0,88.0,87.0,83.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,120,89.0,87.0,87.0,90.0,89.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,20,66.0,66.0,66.0,66.0,66.0
