Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
VAAL_Margin,VAAL,Margin,60,85.0,83.0,86.0,78.0,77.0
VAAL_Margin,VAAL,Margin,70,85.0,83.0,88.0,81.0,84.0
VAAL_Margin,VAAL,Margin,80,88.0,86.0,89.0,82.0,85.0
VAAL_Margin,VAAL,Margin,90,90.0,85.0,90.0,87.0,84.0
VAAL_Margin,VAAL,Margin,100,90.0,81.0,90.0,91.0,86.0
VAAL_Margin,VAAL,Margin,110,92.0,90.0,90.0,92.0,90.0
VAAL_Margin,VAAL,Margin,120,92.0,90.0,91.0,91.0,91.0
Coreset_Margin,Coreset,Margin,20,61.0,61.0,61.0,61.0,61.0
Coreset_Margin,Coreset,Margin,30,69.0,63.0,63.0,69.0,69.0
Coreset_Margin,Coreset,Margin,40,73.0,66.0,70.0,74.0,73.0
Coreset_Margin,Coreset,Margin,50,77.0,73.0,74.0,78.0,75.0
Coreset_Margin,Coreset,Margin,60,78.0,75.0,79.0,82.0,79.0
Coreset_Margin,Coreset,Margin,70,79.0,75.0,81.0,85.0,85.0
Coreset_Margin,Coreset,Margin,80,82.0,75.0,81.0,86.0,86.0
Coreset_Margin,Coreset,Margin,90,89.0,78.0,83.0,87.0,88.0
Coreset_Margin,Coreset,Margin,100,89.0,83.0,83.0,90.0,89.0
Coreset_Margin,Coreset,Margin,110,90.0,85.0,86.0,89.0,90.0
Coreset_Margin,Coreset,Margin,120,90.0,85.0,87.0,91.0,90.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,20,79.0,79.0,79.0,79.0,79.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,30,81.0,82.0,79.0,78.0,82.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,40,84.0,85.0,83.0,81.0,84.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,50,86.0,87.0,86.0,85.0,86.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,60,88.0,88.0,86.0,89.0,87.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,70,89.0,89.0,88.0,90.0,87.0
